,new_title,topic_idx
701,포체티노 토트넘 감독 손흥민 윙백 기용 문제없었다,0
703,30년 지기 대결 승자는 최태웅 감독…석진욱 감독은 첫 패,0
704,수원울산 FA컵 4강 격돌…대구전남도 결승 길목서 대결,0
705,한국인 감독이 이끄는 남수단 축구대표팀 60 대승…축제 분위기,0
707,야 단독국감 강행속 출구찾기 이정현 단식이 걸림돌종합,1
711,복귀전에 강한 류현진 밀워키전에서도 5⅔이닝 2실점,0
713,우원식 법사위 체계·자구 심사 폐지법안 발의,1
715,강원FC 조태룡 대표 비위의혹에 반박 모든 계약 합법,0
716,현대모비스 SK 꺾고 13연승…단독 선두 질주,0
719,프로야구 NC·롯데 전 경기 KNN 라디오 생중계,0
721,현대캐피탈 풀세트 혈투서 대한항공에 극적인 32 역전승,0
723,영 매체 레스터시티 후임 사령탑에 히딩크 물망,0
725,선두 도로공사 벼랑 끝 GS칼텍스에 힘겨운 풀세트 승리,0
727,박대통령 한국형 양적완화정책 긍정 검토…증세 마지막 수단,1
728,NBA 그린 팀 동료 듀랜트와 언쟁…1경기 출전 정지 징계,0
730,이야기 나누는 정동영과 장병완,1
732,6연패 탈출 급선무…조원우 롯데 감독 불펜 다 대기,0
734,여 사개특위 대신 정개특위 위원장 맡기로…위원장에 홍영표,1
736,SI 선정 2018 올해의 스포츠인에 NBA 챔피언 골든스테이트,0
737,그래픽 축구대표팀 월드컵 유니폼 공개,0
738,4차 청문회 증인선서,1
742,아픔 딛고 일어선 여자배구 표승주 내 역할 잘 알고 있어,0
744,리용선 ITF 신임 총재 한국팀 평양 초청하겠다,1
747,현대모비스 개막 5연승 질주…공동 2위 KCC·전자랜드 패배,0
748,프로농구 사령탑이 꼽은 우승 후보는…막판 6연승한 SK,0
750,나치 제스처 잉글랜드 축구팬 관중석서 영구 퇴출 중징계,0
752,북 새로운 길 압박에 미 대응 주목…일단 상황 주시,1
753,한미 북 6자회담 나오도록 인센티브 제공해야,1
757,추신수 9회 대타로 나서 사구…텍사스는 10회 끝내기승,0
759,박대통령 3·1절 기념사 북핵포기·일합의이행 강조 전망,1
760,정상회담 D1 역사적 회담 앞둔 청…긴장 태세 유지,1
761,못믿을 아파트 관리비…경기 556곳서 150억 비리 적발종합,2
765,특징주 관리종목 해제 대우조선해양 강세,2
767,특징주 강원랜드 실적 부진에 급락종합,2
768,류현진 27일 워싱턴 상대로 한미 통산 150승 도전,0
769,라면 수출 질주…올해 4억달러 첫 돌파 확실시,2
770,북관영매체들 남 통일농구 방북단 평양 도착 보도,1
773,선관위 수상경력 부풀린 배현진에 서면경고,1
774,경기지표 부진 골드만삭스 한은 금리인상 예상시기 7→10월로종합,2
777,페이스북 가상화폐에 관심…중국 결제 시장 선점 노려,2
779,북조국통일민주주의전선 결성 70돌 중앙보고회 열려,1
780,경남 네게바 아디다스 탱고 어워드 1호 수상자,0
782,여자농구 신한은행 인천 홈 개막전에 승용차 경품,0
786,이산가족 행사 위한 금강산 시설 개보수 9일 착수,1
787,코스타 레스터시티전 후 홀로 훈련…중국 안 갈 듯,0
790,통일대박론 지지도 하락…국민 41% 북한적,1
792,바르사 듀오 백승호이승우 팀 복귀프로 계약 준비,0
793,허수봉 맹활약 현대캐피탈 삼성화재에 30 완승,0
798,KGP 최대주주 ㈜제이피에셋투자로 변경,2
799,야 손혜원 탈당 회견 일제 비판…의원직 사퇴해야종합2보,1
802,유니테스트 SK하이닉스와 75억원 반도체 장비 공급계약,2
807,프로야구 잔여 경기 일정 발표…10월 13일 정규리그 종료...,0
808,월드컵 수비의 핵심 박주호 윙백보다 풀백이 편해,0
810,NHN엔터 2분기 영업익 99억원…4.1%↓종합,2
811,올해 국내 선사 발주 20척 중 13척은 중국이 수주…한국 7척뿐,2
812,찌워야 산다…류현진·강정호 몸무게·근육량 증가,0
815,민주 지도부 더 짙어진 친문 색채…비주류 실종,1
817,조세정책도 노동친화적으로 가야…공정시장가액비율 100%로,2
819,해운사 정부지원책 밝혀야 해운동맹 협상서 유리,2
820,카메룬 네이션스컵 결승 진출…이집트와 우승 다툼,0
821,신영증권 인크로스 성장 전망 밝아…목표가 6만원,2
822,SNS돋보기 북 고위급 태영호 귀순…탈북할 수밖에,1
824,게시판 미래에셋대우 All Ways 해외주식 이벤트,2
826,북 남한 전역 사정권 대형 공격용 드론 개발종합,1
827,네이버 라인프렌즈 미국 엑스포서 1천만달러 수출 계약,2
829,삼성증권 GS리테일 실적 기대 못 미쳐…목표가↓,2
830,이 오성운동민주당 새 연정 정책안 합의…난민정책 완화될듯,1
832,더불어민주당 의원들과 인사하는 조국,1
834,트럼프 이민자 열악 처우 논란에 그들이 있던 곳보단 낫다,1
835,네이버 소프트뱅크와 라인야후재팬 경영 통합 합의,2
836,벤투 우즈베크전 일부 선수 변화…우리 경기력 다시 보여야,0
838,중기경기전망지수 3개월째 하락…최대애로는 인건비 상승,2
839,인터뷰 신언 북 레짐 체인지 선택할 수 있는 정책 옵션,1
840,배구협회 19일 보령서 이사회…임도헌 감독김태종 코치 승인,0
843,한은 북미 정상회담 합의 결렬 시장 영향 크지 않을 것,1
844,한국전력 감독 가빈에게 주장을…가빈 뭐든지,0
845,주형환 원샷법 대기업 제외시 실효성 떨어져…조기통과돼야,1
848,북한 참가 국제유소년 축구대회서 26개 단체가 공동응원,1
849,혼합복식 남북단일팀 한국 상대로 어떤 작전,0
850,MLB 다저스 사장 류현진 지금까지 사이영상급 투구,0
854,기업의 생존전략은…새로운 수요 창출에 미래 달렸다,2
855,국정원 금강산관광 재개는 유엔제재상 벌크캐시 문제와 연결,1
856,롯데제과 아름다운가게와 사랑의 나눔 기부 판매전,2
860,천정배박주선 정동영 포함 3자 연대 추진 합의종합,1
862,한이스라엘 과기공동위…양자통신칩·작물개발에 협력,2
863,황총리 국회 서비스법 이번 임시국회내 통과 협조해야,1
864,민주 입법전쟁 하자…한국당 국회 복귀 압박,1
865,왕년의 세이브왕 K로드 멕시코리그서 재기 도전,0
866,영상 축구대표팀 감독 급부상 키케 플로레스는 누구,0
867,남자배구 올림픽 세계예선서 타이스 출격 네덜란드와 첫 대결,0
868,극장골 첼시 21 역전승…루카쿠 2골 맨유 41 완승,0
871,안종범 정책조정수석 지난 주말 조용히 딸 혼사 치러종합,1
873,NH투자 휠라코리아 4분기부터 성장세 둔화 전망…목표가↓,2
875,박대통령 이란 부통령에 양국 MOU 실질성과로 구체화해야,1
876,공시가격 인상 전 임대등록 할까…다주택자 막판 눈치작전,2
878,김연경 휴식…한국 여자배구 네덜란드에 4연속 패배,0
881,민주 전대 룰의 전쟁 시작…차기 지도부 역할론 갑론을박도,1
882,청 욕을 먹어도 좋다는 각오로 국민 믿고 달려왔다,1
883,집계약 했는데 대출 막히나요…규제 첫날 은행 문의 이어져,2
884,가빈·산체스 같은 조에서 경쟁…트라이아웃에 19명 참가종합,0
885,증시신상품 한국운용 벨기에 정부기관 건물 투자 펀드 출시,2
887,한미일 북핵대표 뉴욕서 협의…3국 공조방안 논의종합,1
889,디그롬 ERA 2.43으로 시즌 끝…류현진 2⅔이닝 1...,0
890,이정현 박대통령에 최순실 조속 귀국·적극 수사 건의속보,1
891,김종인 박대통령 휴가기간 인사쇄신 구체적 방안 마련해야,1
894,조청문회 오신환 제안에 청 부정적…2∼3일서 더 못미뤄,1
895,문화누리카드 2월1일부터 전국 발급…164만명 7만원 혜택,2
896,베로나 AC밀란 꺾고 강등권 탈출 시동…이승우는 벤치,0
897,감독 배를 주먹으로 툭…김태형 감독 이러다 유행되겠어,0
900,위협구에 격분한 MLB 감독 퇴장 후 상대팀 감독에 돌진 시도,0
901,SK텔링크 갤럭시S10 구매시 중고폰 팔면 최대 18만원 추가 보상,2
903,파울 선언에 항의해 유니폼 찢은 벤슨에 벌금 500만원,0
905,프로배구 외국인 선수 트라이아웃 5월 초 캐나다 토론토서 개최,0
906,북 김정은 방직공장 시찰…다른 나라 가방제품에 견줄만,1
907,아시안게임 금메달 깨물어보는 아들 이정후 영상 찍는 ...,0
908,유승민·안철수계 비상행동 출범…바른미래 한 지붕 두 살림종합,1
909,한국야구 U23 세계선수권 슈퍼라운드서 일본에 23 석패,0
913,금융안정위 합의없는 브렉시트 금융시장 안정성에 영향,2
915,전광인 공수 맹활약…현대캐피탈 3연승으로 챔프전 우승종합,0
917,회담 일자 잡힌 남북정상회담 준비 박차,1
920,대한민국농구협회 공인 2급 신인심판 수련생 모집,0
921,민주 남북정상회담 후속 작업 박차…입법·예산 뒷받침,1
925,황교안 출마하냐 질문 세례에도 국정안정 요지부동,1
926,정진석 경제는 타이밍…추경안 최대한 신속 처리종합,1
927,북 5차 핵실험 준비 징후…3개월만에 또 핵도발 하나종합,1
928,인사말 하는 황창규 회장,2
932,최순실 귀국부터 조사까지 속전속결…비선실세 밝혀질까,1
933,올해 금펀드 수익률 14.86% 최하위…강달러 여파,2
934,더민주 당비 월 1천원서 2천원으로 인상 고민…속사정은,1
938,문 대통령 장성 진급자들에 삼정검 수여…신뢰받는 군 이끌라,1
940,프로농구 SK LG 꺾고 2위 1경기차 추격…최준용 4쿼...,0
941,이통사 엇갈린 실적…LGU 쑥쑥·SKT 제자리·KT 주춤,2
942,특징주 크라운제과 인적분할·지주사 전환 결정에 급등,2
944,윤호중 일수출규제로 한일 항공노선 운항 최대 34% 축소 전망,2
946,코스피 2220대 강보합 마감1보,2
947,노영민 당원자격정지 6개월신기남 당원자격정지 3개월,1
948,칠레 컨페드컵 2차전에서 젊은 독일과 11 무승부,0
949,박대통령 장차관들에 우린 공동운명체…기적의 드라마 쓰자,1
950,여배구 대표팀 올림픽 직행 티켓 따자…세계예선 참가차 출국,0
951,일반가맹점도 대기업과 똑같은 카드수수료율 적용받아야,2
954,추신수 어깨 수술…2020시즌 준비는 문제 없어,0
956,우버 국내 음식배달 시장 도전…우버이츠 출시 준비,2
957,평양정상회담 D1성악전공 남북 퍼스트레이디 음악으로 하나된다,1
958,강정호 2점 홈런 폭발…시즌 7호,0
961,청 북 장거리 미사일 발사 징후 우선순위 두고 감시,1
962,볼넷 싫어하는 류현진의 더 놀라운 기록 잔루율 1위,0
964,최악 패배 맨시티 과르디올라 우승 도전 물 건너갔다,0
966,원달러 환율 강보합…성장전망 조정에 투자심리 위축,2
967,NH투자 환율 1150원 넘으면 외국인 셀 코리아,2
971,3위 LG 파죽의 8연승…최하위 삼성 4연패,0
974,요금 인상 전 가입자 늘리자 음원업계 연말 총력 마케팅,2
975,만기임박 연 24% 넘는 대출 안전망대출로 전환종합,2
976,북 개성공단 폐쇄·자산동결…남측 인원 철수완료종합3보,1
977,오신환 준연동형 비례대표제공수처 기소권 제한 대타협하자종합,1
979,박대통령 탈북민은 통일시험장…충분히 수용할 체계 갖춰야종합,1
980,이 정국 위기 분수령…대통령 정당 수뇌부와 새 연정 논의,1
984,NYT 트럼프·김정은 둘다 오판…나쁜 베팅으로 이어졌다,1
986,코스피 2280선 회복…코스닥 7거래일 만에 반등종합,2
988,이해찬 북미회담 좋은 결과 바랬는데…아쉽다,1
989,게시판 삼정KPMG 12일 IPO 성공전략 세미나,2
990,증시신상품 SK증권 최고 6% 수익추구 ELB 등 2종 공모,2
991,갤S9·신형 LG V30 내달 9일 동시출시 유력…가격 90만원대,2
992,U20월드컵 일본 이탈리아와 22 비겨…조 3위 16강행,0
996,범정부 화재안전 특별대책 발표,1
999,원익 모멘티브 인수 검토중이지만 결정된 사항 없어,2
1001,이용찬 7이닝 3실점 무패행진…두산 SK 꺾고 3연승,0
1004,호랑이 김학범 U23 축구대표팀 감독 현재 40∼5...,0
1005,게시판 금투협 금투업계 특화 비즈니스 영어교육,2
1006,다저스 감독 류현진 명인 같은 투구…말로 평할 수 없을 정도,0
1008,SK 로맥 시즌 31호포…비거리 140ｍ로 문학 최장거리...,0
1009,박대통령 빨리 3당 대표 만나겠다…국면전환 개각 어렵다종합,1
1010,2차례 정전으로 일찍 문 닫은 창조경제 박람회종합,2
1012,게시판 금투협 NPL 가치평가 교육 과정,2
1014,박대통령 검혐의에 정상적 국정수행의 일환 반박종합,1
1015,대체선발 SK 윤희상 3이닝 무실점으로 임무 완수,0
1016,국민 67.1% 사드 배치 찬성…26.2% 반대,1
1020,TV 점점 커진다…삼성 60인치 넘는 모델 70% 고성장,2
1026,G2무역분쟁·강달러에 IT대형주 타격…외인 팔자 집중돼,2
1027,NBA 샌안토니오 레너드 토론토로 이적할 듯…더로전과 트레이드,0
1031,일부 농·신협 가계·개인사업자대출 급증…금감원 현장점검,2
1033,북 한미훈련 종료일에 무수단미사일 발사…공중폭발로 실패종합,1
1034,아시안게임 나상호 룸메이트 손흥민과 최상의 시너지 효...,0
1036,다저스 샌디에이고에 90 완승…뷸러 11승·폴록 3안타,0
1037,총선 D31 국정지지도 40%대 박대통령 표심 영향은,1
1039,반대매매 하루에만 1천억원…금융위기 때보다 많아,2
1042,삼양홀딩스 보통주 1주에 1천500원 현금배당 결정,2
1044,대통령 직속 특별감찰관 우병우 민정수석 감찰 착수,1
1047,부동산부터 상속 전략까지 KB금융 자산관리 자문센터 열어,2
1049,이재성·이동국 연속골 전북 울산 20으로 꺾고 선두...,0
1050,다저스 뷸러 샌디에이고전 15탈삼진 완투승,0
